0.000000,1120.566891,729.245638,341.829907,247.732762,189.665349,324.189029,215.204744,663.456486,165.612784,62.490658,519.104052,93.597658,105.551302,316.940729,63.748692,14.471687,55.581809,74.288440,24.335650
1120.566891,0.000000,298.695121,236.671298,132.642830,118.553498,210.667753,131.569880,154.171587,69.564690,29.935030,262.359608,40.507349,52.269573,79.985843,32.976741,7.471104,20.401509,42.242576,11.105642
729.245638,298.695121,0.000000,210.552620,64.426939,54.180119,152.427854,76.308568,114.114771,68.408785,16.126859,288.956187,36.711576,46.219301,76.508955,24.161822,5.023383,15.989557,25.182370,6.640527
341.829907,236.671298,210.552620,0.000000,60.578848,57.224058,352.657236,98.958334,67.496945,58.164986,14.448153,370.437926,33.039649,53.554560,41.824804,28.025803,5.507355,12.053601,29.537709,5.923710
247.732762,132.642830,64.426939,60.578848,0.000000,227.881304,82.686468,103.667804,73.798466,37.197158,100.325231,104.024384,23.895515,27.883127,35.427534,23.308657,6.735855,14.929806,41.931904,19.606566
189.665349,118.553498,54.180119,57.224058,227.881304,0.000000,82.823660,122.012629,50.102669,29.608533,32.253249,91.808511,18.968461,24.300302,25.411808,20.818695,5.881409,10.033386,44.599095,9.911285
324.189029,210.667753,152.427854,352.657236,82.686468,82.823660,0.000000,197.035960,73.979677,77.293249,19.597529,474.690595,46.581009,91.611441,45.128040,52.035749,9.507117,15.310586,53.069147,8.210252
215.204744,131.569880,76.308568,98.958334,103.667804,122.012629,197.035960,0.000000,56.287230,51.290938,23.372346,178.033992,33.917849,53.646629,31.907618,57.321196,14.896300,13.152920,186.726019,9.737496
663.456486,154.171587,114.114771,67.496945,73.798466,50.102669,73.979677,56.287230,0.000000,52.261482,21.051043,127.054070,30.048379,29.258242,193.125868,18.370208,4.329085,26.050775,20.734300,8.760751
165.612784,69.564690,68.408785,58.164986,37.197158,29.608533,77.293249,51.290938,52.261482,0.000000,10.382509,210.910631,197.241016,70.076708,38.845170,27.566377,5.018393,16.999039,19.028646,5.048545
62.490658,29.935030,16.126859,14.448153,100.325231,32.253249,19.597529,23.372346,21.051043,10.382509,0.000000,26.591278,6.750291,7.351979,10.035608,6.159072,1.820125,4.814643,9.942947,10.431761
519.104052,262.359608,288.956187,370.437926,104.024384,91.808511,474.690595,178.033992,127.054070,210.910631,26.591278,0.000000,111.787159,234.569919,86.869988,74.893243,12.744530,28.100734,57.732228,11.786136
93.597658,40.507349,36.711576,33.039649,23.895515,18.968461,46.581009,33.917849,30.048379,197.241016,6.750291,111.787159,0.000000,46.499494,21.214400,20.600248,3.685732,10.825614,12.968443,3.377847
105.551302,52.269573,46.219301,53.554560,27.883127,24.300302,91.611441,53.646629,29.258242,70.076708,7.351979,234.569919,46.499494,0.000000,19.430854,37.470918,4.937328,7.986963,18.693278,3.448787
316.940729,79.985843,76.508955,41.824804,35.427534,25.411808,45.128040,31.907618,193.125868,38.845170,10.035608,86.869988,21.214400,19.430854,0.000000,11.295598,2.543102,16.663638,11.675089,4.415358
63.748692,32.976741,24.161822,28.025803,23.308657,20.818695,52.035749,57.321196,18.370208,27.566377,6.159072,74.893243,20.600248,37.470918,11.295598,0.000000,9.226828,5.346042,23.286826,2.989823
14.471687,7.471104,5.023383,5.507355,6.735855,5.881409,9.507117,14.896300,4.329085,5.018393,1.820125,12.744530,3.685732,4.937328,2.543102,9.226828,0.000000,1.300307,8.483707,0.924145
55.581809,20.401509,15.989557,12.053601,14.929806,10.033386,15.310586,13.152920,26.050775,16.999039,4.814643,28.100734,10.825614,7.986963,16.663638,5.346042,1.300307,0.000000,5.261835,2.608177
74.288440,42.242576,25.182370,29.537709,41.931904,44.599095,53.069147,186.726019,20.734300,19.028646,9.942947,57.732228,12.968443,18.693278,11.675089,23.286826,8.483707,5.261835,0.000000,4.373019
24.335650,11.105642,6.640527,5.923710,19.606566,9.911285,8.210252,9.737496,8.760751,5.048545,10.431761,11.786136,3.377847,3.448787,4.415358,2.989823,0.924145,2.608177,4.373019,0.000000
